name,catid,rid,manufacturingDate,rating,quantity,price
finish,10,17671,2020-06-14,2,34356,20000
sport,9,5561,2023-02-04,1,46905,7999
tree,16,10738,2024-02-16,4,10926,757
to,7,12471,2020-01-11,1,46410,28695
eight,5,18114,2021-11-01,3,10699,24588
according,8,15390,2023-02-02,5,33950,18799
without,11,3065,2024-06-30,5,13194,17283
meeting,14,10403,2021-06-14,4,27248,18130
yourself,13,27059,2023-01-29,5,12296,22057
home,13,28888,2024-02-02,5,10132,28849
official,3,22889,2020-02-27,2,26471,8248
camera,16,22,2021-12-08,0,31213,706
show,9,27012,2022-08-14,4,48273,9252
tend,11,15685,2024-06-17,4,35374,19307
water,14,23014,2022-07-25,5,26363,11882
worry,10,2109,2023-07-15,4,16098,17893
near,1,27545,2021-10-26,4,40755,25515
take,7,7429,2022-11-07,3,22728,22504
last,12,5184,2021-08-01,4,39948,17416
teacher,5,23192,2021-04-21,3,24663,7794
arrive,15,11652,2023-08-30,3,46409,2464
be,14,2257,2021-11-29,0,20436,29285
place,9,1160,2022-08-06,1,13989,15053
loss,1,21178,2021-10-10,5,11855,20496
must,8,27600,2022-08-23,4,26358,13627
question,8,10304,2021-02-24,3,8836,3078
long,15,24630,2023-12-04,1,6473,17285
probably,7,9178,2020-04-02,3,47152,23182
read,6,4104,2021-01-14,1,41765,27109
society,3,16335,2024-05-15,2,14039,10277
executive,6,3207,2023-06-19,3,20034,24068
for,12,10536,2021-10-19,3,37754,20315
these,10,9871,2023-05-09,3,36151,28905
young,8,9293,2022-08-22,2,45185,5305
property,13,28114,2024-01-12,0,34480,3962
paper,5,12681,2021-09-04,3,47130,14592
interest,9,28825,2021-09-30,1,27513,2130
seem,11,1027,2020-10-24,2,38483,8126
dream,4,26844,2021-03-11,5,34173,15743
until,11,1486,2024-06-09,3,47239,20696
while,11,23041,2021-06-12,5,27994,19854
easy,2,14819,2024-02-06,1,12557,24852
lead,11,26885,2020-04-14,5,32921,16284
left,5,4914,2024-07-21,5,39708,27910
imagine,9,7873,2022-12-08,0,14604,6002
key,9,26444,2023-05-21,0,10684,2446
four,13,15489,2023-01-04,4,49551,29881
add,14,26880,2020-03-09,5,13335,28222
drop,1,24324,2024-02-18,2,19526,28773
describe,12,11042,2022-05-28,3,22549,7584
election,16,25517,2023-08-08,1,26188,29773
say,10,3029,2024-07-28,1,25831,9915
computer,15,21773,2021-07-10,3,37591,22891
situation,13,22850,2020-06-06,3,20961,9988
while,11,28701,2024-10-14,5,48536,12168
summer,11,275,2024-10-07,3,35049,11349
thing,7,8771,2022-03-01,3,39459,11717
teacher,13,29963,2020-09-30,1,33424,3352
doctor,3,540,2024-08-18,0,33514,18329
prove,10,16779,2021-12-25,1,14717,26782
agree,10,4817,2023-06-19,5,21972,16142
forget,10,22327,2020-07-09,1,20806,6087
line,16,22261,2020-06-30,5,37754,26103
interview,1,8335,2023-03-28,1,30691,26461
course,9,27501,2024-02-08,2,39439,3897
technology,6,8865,2021-01-04,0,46779,8454
receive,9,5100,2024-08-02,2,36953,16788
give,3,2566,2021-07-28,3,21196,10436
keep,9,19605,2020-03-06,3,15846,24277
society,3,24891,2024-10-08,2,33363,29937
situation,14,8067,2020-08-02,0,30803,10012
identify,1,23662,2024-05-30,4,10859,15248
production,7,25476,2020-10-03,0,37306,5289
exactly,12,11859,2024-03-09,5,42265,7485
answer,14,16201,2020-06-10,2,10246,22132
energy,14,10679,2021-04-09,5,37415,6668
mother,11,16625,2021-06-07,3,6075,18937
memory,13,3144,2022-05-02,0,28041,13249
game,2,1579,2023-04-28,4,23659,25946
campaign,16,11807,2024-09-13,0,25535,17528
successful,1,3336,2020-08-20,2,21392,1784
believe,3,12130,2021-04-29,1,33212,24153
scene,8,12248,2023-08-18,3,10903,21556
your,2,26254,2020-08-10,1,48573,27486
leave,12,20010,2022-08-28,1,10983,2433
middle,12,15800,2021-01-02,5,14586,5244
measure,8,10218,2022-10-20,4,20761,4670
project,3,4877,2022-01-01,3,23801,6880
history,10,11549,2022-09-18,1,22994,28234
clearly,13,19265,2024-04-08,3,19830,11308
indicate,1,26073,2024-08-15,4,21042,1830
pull,6,21151,2022-03-03,1,31075,21573
believe,15,4886,2024-07-03,2,8377,27210
hundred,4,22229,2020-07-25,1,12061,16471
buy,15,25518,2023-10-23,0,29291,5569
at,12,4766,2021-07-03,4,17679,19751
cover,7,24985,2022-01-18,0,17993,24312
much,6,28710,2022-10-29,5,46827,1638
state,10,27075,2023-06-06,1,17004,28628
voice,7,22252,2024-03-05,2,42989,11630
peace,8,6656,2021-11-21,2,8644,19719
for,13,27257,2024-06-25,1,7130,20618
wind,2,29884,2020-03-12,1,31993,8235
cold,1,23813,2022-01-03,0,34949,22881
claim,9,25912,2020-03-13,1,34313,19285
body,15,11941,2024-09-28,5,42254,6684
continue,13,18085,2024-09-11,2,40011,14468
writer,7,25799,2020-03-16,0,22197,6805
physical,9,13604,2022-03-14,5,33748,6501
everything,4,14654,2020-01-29,2,37539,29835
red,3,16408,2021-11-27,4,7376,24828
always,14,5761,2023-11-14,5,44013,12239
decade,2,19124,2020-06-03,0,40828,13325
shake,16,15366,2020-09-04,3,32349,8887
adult,2,28259,2022-12-31,3,15107,17597
wife,15,6880,2020-12-09,3,19748,27447
second,4,24348,2023-10-15,0,40309,22718
imagine,7,25491,2021-10-18,1,35920,10197
go,15,5535,2020-04-21,2,10260,1246
apply,15,6915,2024-09-02,4,32561,13581
fast,13,5496,2024-02-04,2,44576,25554
agree,4,20650,2022-06-29,4,20225,9500
voice,13,9803,2020-08-20,1,24554,4233
number,6,26295,2021-09-30,1,24902,25870
live,15,11552,2020-11-29,1,7575,16337
professor,4,13024,2023-03-04,5,25625,3252
let,12,17623,2021-11-29,1,40080,13022
security,10,21193,2022-08-10,1,37200,14786
population,5,9458,2024-09-21,0,13760,29477
year,6,24191,2022-08-10,4,18095,8276
sell,3,5295,2022-10-20,5,27401,9624
threat,8,25091,2022-07-15,4,41693,13683
instead,2,6460,2023-12-04,5,35932,15844
young,5,28223,2024-09-05,2,35825,24200
some,4,23279,2020-12-26,2,36151,21305
old,16,10739,2022-06-30,0,31926,15444
try,5,8252,2021-12-15,2,31756,6507
base,1,9927,2022-11-16,4,22044,17667
suggest,5,1354,2020-10-07,1,17245,9521
so,16,29161,2020-06-21,0,31691,5719
then,10,11728,2022-03-29,2,44800,1186
gas,6,25598,2021-12-16,2,23489,27222
perform,5,14536,2023-04-06,1,28655,10054
believe,10,9791,2021-05-23,4,16255,18518
resource,16,27749,2023-09-28,1,17234,28268
her,4,16563,2022-01-25,3,38958,2461
amount,1,13817,2022-11-10,3,38695,24172
those,7,3668,2022-12-16,2,46920,19621
wide,10,27339,2022-10-12,4,18749,338
technology,12,27083,2022-08-09,5,22292,6822
very,10,28191,2023-12-28,2,19398,23241
art,14,6432,2020-08-13,0,29511,29745
Congress,13,2802,2022-07-13,2,23278,220
leave,1,3277,2024-06-30,4,35794,7132
thing,2,4393,2022-12-14,2,6493,8337
hold,15,22706,2022-11-02,3,10675,727
act,16,4487,2022-06-14,0,29276,23395
to,10,6180,2021-09-04,3,32280,8376
marriage,5,3731,2022-10-08,0,20751,7901
play,5,10791,2021-03-29,4,21500,15149
meet,15,2490,2021-12-05,2,46173,10947
hair,11,8879,2022-07-14,2,41789,26915
quickly,3,21780,2020-10-06,3,12660,23451
whom,2,17694,2024-03-02,3,7528,2683
be,9,19311,2022-08-13,3,39603,19003
itself,11,11515,2020-11-16,2,28999,18586
art,3,14676,2023-01-17,5,19279,23078
happen,9,14003,2021-09-28,0,48894,17263
store,11,7491,2022-12-21,4,11013,13765
picture,1,8175,2024-07-03,1,27582,12794
fly,16,26439,2024-07-13,1,16065,8757
for,7,16672,2022-04-17,5,37485,6914
production,11,1729,2024-01-23,4,10188,24852
teach,1,12985,2022-03-06,4,21455,15096
social,16,19679,2020-02-04,5,42580,15134
almost,3,3206,2022-09-08,1,41244,20990
program,15,29022,2024-03-10,4,13604,2943
paper,14,21022,2020-01-31,4,9457,19157
mouth,4,22064,2020-07-31,0,39431,21068
station,11,19476,2021-11-09,2,32026,20090
account,2,27371,2024-04-05,2,25341,19677
discuss,14,12423,2021-04-17,5,43786,8999
family,2,18293,2021-12-06,2,37815,903
market,9,12732,2022-03-14,0,24022,889
front,12,23135,2020-04-21,5,49652,19249
first,6,3333,2023-01-08,1,9340,16890
coach,15,24212,2022-01-26,0,14928,24173
heart,9,23095,2021-11-19,5,5697,392
despite,6,16592,2020-06-06,4,14404,17701
west,5,26714,2023-11-03,1,19145,3484
local,6,1352,2023-10-24,5,9996,5033
note,11,9719,2024-03-21,0,12421,10806
paper,9,26774,2021-06-02,1,12346,2503
every,10,2640,2021-07-07,3,49472,4946
even,2,415,2022-10-10,0,14625,26910
sound,13,29310,2023-02-23,2,33809,17689
success,11,15225,2021-10-23,4,35180,2506
structure,6,24417,2022-11-06,4,33408,16216
choose,15,10933,2024-06-28,3,26704,7468
time,4,23708,2021-09-15,5,8852,24620
likely,10,4068,2021-06-03,4,24990,18837
concern,8,7510,2021-04-10,5,28697,18028
meeting,14,2720,2024-07-07,1,27246,2146
story,11,19240,2024-01-28,1,8727,8292
central,9,3387,2022-01-25,0,32169,6379
note,10,29671,2023-12-26,3,31443,18895
audience,15,9614,2021-12-03,0,27797,23481
choose,7,16946,2021-05-07,2,31796,20066
seek,7,3476,2023-01-19,5,11408,439
his,9,16372,2021-12-03,0,26053,17676
loss,14,25605,2022-05-25,1,25536,25957
nor,14,1995,2023-12-11,0,32822,18520
other,12,5089,2023-09-28,0,43568,25390
report,8,19344,2020-03-19,0,16695,27857
month,5,22512,2023-04-11,2,11322,27056
she,3,24120,2020-09-28,3,24220,17954
trouble,4,23476,2020-05-14,4,24595,12052
trouble,7,14432,2020-06-16,5,11986,160
hotel,16,20727,2024-07-10,2,16217,15863
itself,5,10477,2024-02-06,2,12706,23733
outside,9,12074,2024-05-10,3,35605,9324
home,6,18974,2020-02-21,5,24006,12712
those,8,4290,2023-07-24,2,40281,27290
with,9,28798,2023-10-21,0,10388,14642
fish,9,13167,2022-07-30,0,25681,28326
success,13,20881,2020-12-18,5,44119,13687
trade,8,4053,2020-06-27,0,36254,25186
pretty,1,4112,2020-03-07,3,28582,19144
very,5,6665,2023-08-14,4,36969,17998
often,12,9473,2023-09-16,4,20452,9958
support,14,2569,2023-11-09,1,24496,23616
society,8,1349,2020-06-14,0,22133,29480
baby,14,24645,2022-03-24,0,27367,6568
yard,14,3140,2020-01-09,0,19235,308
term,15,14209,2023-07-19,3,15777,18999
town,7,15986,2020-10-20,5,15167,21025
card,13,376,2023-07-12,3,46799,25231
foot,11,17087,2023-12-12,3,10630,19039
leg,11,10354,2022-05-21,5,22561,2864
affect,5,28723,2023-04-17,2,34543,25157
suggest,7,6363,2020-10-29,3,43740,7076
us,8,13456,2023-06-10,3,49344,28458
field,7,17395,2020-05-27,4,34659,13476
certain,16,4622,2020-07-19,4,33605,21293
worker,1,28481,2020-10-11,1,6238,21543
language,3,1591,2023-11-10,3,23727,7669
professional,1,12245,2024-08-10,1,37499,24915
fly,14,21848,2024-10-20,0,23680,5701
where,3,13699,2024-01-27,5,29974,5115
effort,3,21408,2021-10-12,3,19302,23986
picture,8,330,2023-04-05,5,15306,515
best,15,12976,2020-05-29,2,14328,15153
standard,14,15964,2021-06-11,1,6893,28600
ever,3,18844,2023-12-07,5,27663,14377
simply,14,26952,2021-05-29,3,26967,24268
attorney,10,23584,2022-10-14,5,43372,7156
power,9,13491,2021-08-12,5,45513,11399
food,12,11937,2023-04-12,2,46537,13918
theory,14,1573,2022-09-02,5,25197,26273
stage,15,28609,2021-04-21,5,24897,24851
do,15,1241,2020-08-27,0,17781,22186
best,6,26084,2021-01-25,5,6594,14335
film,11,24006,2024-03-01,1,31300,22638
area,16,20507,2022-12-08,0,20735,4279
else,16,17235,2021-08-29,4,44636,22195
although,11,6031,2023-12-17,4,44629,22702
message,1,18415,2023-11-21,1,49009,5111
fast,15,750,2022-07-18,3,15683,19665
letter,16,7071,2023-10-14,5,16329,5872
Republican,1,20234,2024-05-22,2,15013,17495
contain,11,23304,2023-07-28,3,46435,12004
it,5,1930,2023-11-26,4,33813,9646
white,5,13578,2021-02-26,3,9703,12029
on,1,3265,2020-12-17,2,36643,4646
wonder,14,27411,2024-07-14,4,37410,16506
last,8,23001,2024-05-05,3,42140,14951
benefit,12,9434,2022-01-12,5,26015,28232
sound,7,6148,2023-11-22,0,23386,329
special,2,27381,2024-08-05,2,23054,20839
enough,11,28781,2021-10-11,3,15596,3397
sit,11,20531,2024-09-17,1,47687,11050
treat,14,26727,2021-04-29,0,18483,26171
instead,12,1556,2020-08-18,1,28912,19783
will,13,29016,2023-01-23,0,27690,17742
effort,4,27484,2021-09-17,4,33697,11694
research,6,16104,2021-04-10,3,23715,15525
ready,1,17486,2023-03-25,2,32688,28113
assume,7,514,2020-05-29,2,10341,28382
late,11,5886,2023-03-11,1,16674,2968
for,8,27653,2020-11-01,5,18585,15105
size,6,14782,2022-05-18,5,21186,22675
not,9,29623,2020-12-22,4,17469,8609
art,11,26004,2022-07-01,2,30028,8997
test,7,11336,2023-12-05,5,6051,9990
child,9,10094,2021-06-23,2,31655,11844
important,11,11839,2024-01-02,5,35235,2385
see,11,23101,2024-06-26,5,18549,26263
car,6,23768,2022-04-21,5,49516,2821
put,2,25924,2021-05-02,0,9858,8492
new,14,18909,2020-09-20,1,36480,20288
item,13,27237,2023-05-21,3,43864,22866
power,15,5844,2022-02-06,4,5852,2431
agent,10,14520,2023-12-27,2,19034,2615
down,9,23623,2024-07-01,2,22299,16027
difficult,10,6817,2020-05-28,3,30078,26165
our,16,10059,2024-02-21,0,23112,29708
garden,15,14384,2021-01-21,2,15534,7103
pull,12,13723,2023-05-21,5,34641,13341
forget,4,18505,2023-07-16,2,14852,8608
cup,6,8299,2021-08-07,3,47480,27718
certainly,3,11791,2023-08-12,2,8660,1650
them,16,22744,2023-05-09,0,30745,10431
letter,1,19696,2021-11-27,2,19586,4034
language,3,6775,2020-04-30,3,29592,17700
price,8,28825,2020-11-25,1,25182,8987
position,1,1727,2020-06-11,5,48877,14224
quickly,6,9293,2021-04-17,2,5994,12134
system,5,22041,2023-02-18,1,17974,20096
people,11,13207,2024-03-11,2,41756,29832
relate,13,13467,2022-03-10,0,40993,22703
trade,1,7649,2023-03-29,5,30292,8457
tell,10,20147,2020-09-03,4,17733,17795
teach,9,18750,2023-11-26,0,14549,10774
measure,4,25415,2023-09-03,2,22807,134
century,6,23459,2023-11-07,4,39717,457
there,11,114,2024-05-13,0,42442,8064
pick,9,15027,2020-03-03,0,9426,16960
upon,5,13729,2020-05-23,0,12917,4831
government,10,18804,2022-04-04,4,36080,6179
young,8,6815,2024-10-24,2,34679,4815
evening,14,2237,2021-08-04,1,38761,1827
practice,6,510,2022-10-06,3,21640,12436
road,9,815,2022-07-08,1,47947,4363
bank,2,23817,2021-09-15,3,23178,10578
suddenly,7,23123,2023-09-01,2,47488,5682
speech,2,13929,2023-12-11,3,38273,17478
east,13,24890,2022-04-17,5,32543,13662
seek,6,4885,2021-07-02,2,34246,10636
range,1,24959,2020-05-23,1,49329,25069
usually,4,22425,2020-06-18,1,14808,24453
low,2,2586,2022-01-17,5,16003,7136
everyone,1,6540,2022-12-09,2,10545,20535
lose,2,19324,2021-08-12,0,44970,4716
indicate,1,21106,2023-11-19,5,34638,5263
end,9,2803,2023-04-30,0,32769,28441
front,11,269,2023-04-29,4,10640,12408
owner,16,9690,2022-08-08,5,24200,27940
glass,6,21206,2024-01-02,4,35167,23299
find,14,18470,2020-10-07,4,42180,10179
break,16,12506,2023-06-20,3,16121,5410
police,16,23802,2021-02-23,1,33638,13191
raise,16,11008,2020-05-29,2,21441,9454
yard,14,2098,2020-12-05,1,17844,6700
mind,10,7269,2020-01-21,4,10671,27524
require,10,10820,2022-08-10,0,27495,27770
table,11,29562,2022-02-24,2,45289,13354
play,14,14196,2024-07-13,3,38683,12450
entire,7,19440,2021-09-13,3,36069,13006
chair,15,24787,2020-04-16,2,17781,6429
whole,3,29276,2024-09-27,4,41803,24896
education,15,24351,2020-12-09,4,34887,24591
crime,14,7921,2023-04-17,2,19366,11722
population,5,23769,2022-10-08,4,21619,14229
gun,16,25083,2023-03-28,5,26933,17793
his,14,5323,2021-11-21,2,14707,5057
option,2,17532,2022-02-14,0,42754,5750
collection,3,17325,2022-05-31,0,7622,19340
either,12,14663,2020-05-24,0,10508,1846
create,5,26571,2021-08-19,3,7705,22935
that,11,10398,2024-09-09,5,13750,16862
or,10,24796,2021-08-15,5,47015,16192
notice,11,19456,2021-01-09,3,11648,5286
hard,9,15198,2021-01-16,0,49459,5112
price,15,1204,2020-05-24,4,13950,21218
image,4,14138,2023-06-14,2,7142,4184
black,15,26815,2022-08-04,3,13528,29975
big,9,21269,2024-10-17,3,49174,19239
wife,3,18561,2024-02-22,2,10289,8876
approach,11,19187,2020-08-19,1,45996,22061
charge,13,17256,2023-04-24,3,26274,18184
decade,15,20360,2022-01-26,0,22602,24931
Mrs,11,6191,2022-04-10,3,36770,26838
run,14,9066,2020-08-30,1,43881,19275
difficult,16,19843,2023-10-16,4,25482,16960
election,3,13728,2022-10-03,4,9876,24290
from,3,1548,2023-11-28,3,21438,6575
goal,6,16211,2020-10-13,2,34058,16023
place,6,13406,2023-09-19,1,32441,19027
expect,12,8793,2022-09-05,3,49617,12584
wife,11,20059,2021-11-11,4,40346,9956
heart,1,12219,2020-12-03,2,19458,29264
commercial,3,21828,2022-02-25,4,45012,6570
hard,11,17164,2024-04-04,3,13037,5364
hard,6,21438,2021-02-28,4,34773,11538
what,6,11349,2023-03-18,3,41202,10197
important,10,25553,2021-12-19,2,9598,11802
role,2,26831,2020-05-10,5,21119,18579
machine,10,24053,2020-06-08,2,7618,22395
though,4,26583,2023-12-23,3,43120,19539
section,16,12560,2020-12-19,0,5043,5198
cut,3,1640,2023-02-10,0,35017,28769
general,8,8112,2022-11-20,1,49552,28957
father,4,5796,2022-09-17,0,11689,11441
base,2,18713,2024-03-23,5,39185,3970
bank,15,26430,2021-01-23,2,37733,3685
over,10,28634,2024-10-07,0,13764,16817
dream,1,3312,2022-05-14,0,32464,17108
responsibility,10,4853,2020-01-29,4,33377,8429
her,12,15035,2023-04-16,3,17708,25871
fact,11,25973,2024-08-09,2,40605,26026
military,11,2227,2021-08-13,3,43589,4855
note,9,9679,2020-01-01,5,42929,26144
pass,12,8630,2023-03-13,1,38469,19227
project,8,2952,2021-07-13,1,24953,16667
early,15,4079,2021-02-02,2,30806,21036
day,15,21415,2022-10-15,0,9357,23627
speech,2,25335,2022-12-07,1,37900,28021
send,8,16085,2021-12-20,3,11931,22116
although,11,16105,2022-03-22,1,46044,18600
history,10,27841,2024-04-11,4,14153,6895
change,4,15847,2021-09-02,0,34702,18443
term,11,8016,2021-04-22,5,15421,17924
Congress,9,1860,2020-06-08,0,18936,19529
where,8,19381,2024-03-01,3,36150,6499
along,16,17251,2021-09-04,1,27874,3354
spend,5,5717,2022-05-02,0,6314,21396
require,3,22727,2020-01-05,2,41448,7943
two,7,27489,2022-12-04,1,8643,22922
international,11,9539,2020-08-02,2,27704,8655
accept,4,27546,2020-03-18,0,23974,535
training,8,9656,2021-04-28,3,23053,27189
worry,16,28212,2024-07-12,3,40131,28739
team,3,17624,2024-01-01,2,17585,14555
country,5,14615,2020-05-27,1,24223,17480
good,13,18303,2020-05-10,4,18942,328
south,4,24043,2022-08-31,5,23982,6513
worry,15,24489,2022-07-08,2,44387,25409
open,4,14527,2023-01-03,3,36050,3093
billion,5,9776,2022-08-20,0,28234,23726
left,16,25474,2024-02-26,1,20633,2154
current,14,619,2020-02-08,5,21672,19135
material,2,5018,2024-01-17,4,13495,4104
sign,13,1683,2021-05-07,1,48281,6846
morning,16,9583,2023-11-08,4,42544,12989
traditional,4,21753,2021-02-09,2,16352,29973
condition,15,1421,2020-04-02,5,43000,6229
pattern,1,10066,2021-04-26,5,41748,16759
since,12,26851,2024-04-20,5,30806,23394
big,4,26577,2022-04-03,5,22704,22726
decision,4,19915,2020-02-24,2,14883,13458
level,9,18344,2024-07-01,3,24342,25361
anything,3,18330,2022-08-04,0,24037,19405
moment,9,28172,2021-04-20,4,22168,24416
event,10,12630,2020-02-23,5,18395,29826
member,9,7167,2023-06-06,4,43307,14264
born,16,29448,2023-06-26,3,10073,12693
act,12,14877,2020-12-24,5,7090,20588
suffer,4,9880,2020-04-20,5,39202,4131
office,10,15259,2022-03-14,0,36839,3492
fall,10,13321,2022-03-19,0,32110,2794
trade,8,5923,2022-04-10,4,44101,12785
sea,16,29921,2021-02-12,4,38970,13797
radio,8,18065,2024-05-10,1,39027,8639
anything,10,18968,2022-05-17,3,16601,16278
special,11,4496,2021-05-21,1,42753,1975
recognize,1,8035,2023-07-26,2,35806,7743
religious,5,26338,2022-08-26,4,44106,13239
artist,8,7819,2020-08-04,2,25523,8952
paper,1,24978,2020-09-06,4,24033,21522
somebody,11,9490,2023-12-02,0,13659,7149
star,5,21024,2020-09-05,4,13214,7173
once,16,896,2020-12-22,2,16324,16860
dog,9,24833,2023-10-10,5,36937,26979
affect,15,21858,2023-06-27,5,41443,27303
consider,13,12740,2023-09-07,1,17928,1679
both,15,26979,2021-09-12,5,19021,27761
stage,2,19139,2021-06-27,1,19536,26980
recognize,9,27737,2022-02-17,5,14691,6936
number,12,13142,2022-06-26,4,23561,10371
develop,12,10831,2021-06-10,4,48859,20166
top,12,26423,2020-10-12,3,21888,6264
color,13,17168,2021-01-25,5,14094,22647
somebody,13,13722,2024-05-24,4,44840,13516
on,14,14177,2022-07-30,4,29761,11401
bring,12,5502,2020-06-25,2,35581,17848
onto,3,1019,2020-04-14,1,11261,13980
begin,1,27727,2021-12-23,4,28937,27379
nor,7,5986,2021-05-06,5,18520,25282
clear,15,13552,2020-01-17,4,20475,29943
indicate,13,6043,2022-08-23,5,19862,384
mother,5,26108,2023-05-15,4,43168,1563
product,8,24597,2022-05-16,3,27002,18959
threat,8,15800,2022-06-11,5,33485,22241
picture,8,23596,2021-03-05,3,5012,19860
five,8,20970,2023-12-06,5,46374,16976
feeling,5,4492,2023-03-31,0,45875,28182
investment,7,6150,2020-08-14,3,13426,27997
city,13,7540,2024-02-28,0,36178,4299
expert,14,7902,2022-07-07,3,39814,20380
degree,14,16016,2022-05-24,3,31955,22731
former,3,1634,2021-02-13,4,12818,9399
her,14,21786,2021-09-30,0,38935,3840
return,2,8101,2020-10-28,0,47874,23827
stuff,15,165,2022-02-28,3,31146,21478
full,12,9629,2020-03-28,3,23311,10125
along,5,13359,2021-03-05,2,28001,18957
do,14,592,2021-09-21,5,49036,27743
instead,15,391,2020-07-10,5,45215,10040
institution,16,4601,2021-01-08,4,38365,14024
yes,13,29364,2021-07-22,5,5736,6019
want,12,23630,2021-02-13,5,48800,24900
Congress,16,6084,2023-04-04,4,26886,11885
brother,8,14124,2023-11-11,2,8372,3668
inside,11,19544,2020-11-09,3,33298,6850
somebody,2,2020,2021-07-27,1,48588,17629
face,14,24689,2022-08-23,5,46977,13099
fly,7,24779,2020-02-23,0,46840,18285
ability,14,2990,2020-03-15,1,39970,5411
cup,3,25802,2022-11-11,4,32245,15999
ability,10,21507,2022-04-05,2,46687,17590
from,11,7946,2022-07-20,4,46304,2215
anyone,10,10685,2024-05-11,0,44040,23305
statement,3,27201,2022-06-08,3,26020,28965
most,15,10663,2021-11-03,4,37643,27681
class,3,4591,2021-08-11,2,40993,9568
four,13,4098,2020-02-20,0,48098,3901
general,13,22200,2021-11-18,2,30383,1725
positive,2,27146,2022-07-25,3,39079,2266
capital,4,11876,2023-04-24,1,40650,12021
surface,13,3170,2020-12-15,2,26224,29844
study,10,7566,2024-01-10,4,29126,12861
as,13,19802,2022-04-18,2,31703,27061
plan,1,11403,2023-04-10,3,8501,12672
relationship,16,17146,2020-10-25,3,38252,11612
offer,3,23412,2024-07-01,1,43256,7637
degree,3,2937,2024-08-11,1,48042,10109
agreement,7,12587,2021-12-23,5,19232,20837
public,16,27822,2020-06-09,5,21783,25652
person,5,20326,2023-06-12,4,10183,7462
performance,16,20548,2022-10-07,5,45075,26889
evidence,16,6430,2023-12-28,0,36966,6947
decision,2,13404,2020-05-02,2,21213,17246
need,3,17259,2022-10-10,4,13535,23903
his,5,18461,2022-04-30,5,33466,18816
grow,15,23252,2023-04-23,3,28450,1045
manage,8,10739,2024-07-09,1,25006,29875
strategy,2,4689,2021-02-03,0,9360,6245
left,15,10121,2024-04-22,0,25907,28895
help,9,5605,2024-01-02,0,48879,19514
bank,10,19815,2024-07-29,3,13768,3560
cultural,7,7400,2020-04-16,4,42414,17020
realize,8,22269,2023-06-08,1,31016,12788
radio,5,21391,2020-11-14,4,17142,16902
admit,4,26185,2021-10-17,5,21210,16733
blood,16,4307,2020-08-26,3,36703,20307
public,12,17,2020-12-17,4,20597,8879
brother,4,27643,2023-01-12,3,41617,11839
early,8,3912,2021-12-02,0,36421,21196
coach,13,12962,2022-05-29,5,35575,29976
sense,14,16854,2021-04-04,3,47758,24976
night,3,17620,2023-05-01,4,10357,13858
manager,9,28017,2023-08-31,5,29859,8289
all,4,22451,2023-04-24,3,12095,25545
week,1,26699,2024-03-02,1,45546,8896
win,15,4058,2021-05-05,0,6382,19726
part,15,11464,2020-04-07,4,40074,27807
unit,4,10547,2020-03-19,2,26626,26453
challenge,4,20072,2023-05-15,4,13695,28585
pretty,12,22076,2024-02-06,4,20891,6530
should,4,22093,2022-12-23,3,8315,20723
seek,16,26306,2023-02-10,4,10231,6420
language,16,21052,2021-07-09,5,38435,17777
final,15,20932,2023-04-20,5,49028,13493
speech,11,25094,2023-08-02,4,14243,710
allow,1,3428,2022-11-27,5,42757,22937
very,11,8296,2023-05-02,1,13259,10337
region,15,1523,2020-07-24,3,48251,24976
least,2,26486,2021-01-10,1,20841,23025
question,1,25592,2022-08-15,2,44381,2478
state,8,25481,2021-12-16,2,9446,11801
something,15,21961,2021-06-26,0,38352,17563
either,6,15013,2021-10-08,5,21186,12377
serious,10,17484,2021-01-29,0,39859,26100
reach,11,23441,2024-01-28,5,20359,6642
particular,6,3701,2021-06-12,5,40191,19185
mind,3,17364,2023-11-13,5,18943,5100
take,12,22820,2021-01-01,0,33262,14047
nice,3,20425,2022-10-27,0,37951,11648
tonight,2,8771,2022-03-16,4,26642,550
table,7,10015,2023-07-06,4,11421,2479
ability,16,11768,2022-05-19,3,22215,15743
offer,13,5674,2020-10-22,5,31543,15610
inside,4,23270,2022-04-04,0,10568,21852
fund,11,9929,2024-02-17,0,8046,23031
cup,6,23637,2023-01-11,1,32135,7412
break,14,10089,2024-05-28,3,23886,10229
speech,11,18523,2022-12-25,1,30914,3400
me,2,20403,2023-05-28,3,37883,22151
more,13,5792,2024-06-20,5,11409,974
seven,11,9678,2022-08-14,1,22310,20139
seven,5,16674,2022-12-15,1,7781,29727
impact,12,811,2020-07-23,4,15643,26799
space,12,10138,2022-02-01,1,36825,18364
good,10,13646,2023-12-01,3,10874,19815
ball,2,6993,2020-08-04,3,24778,23051
but,11,3180,2022-06-12,1,29666,3482
small,14,12809,2020-11-27,5,40496,18775
peace,2,21140,2021-10-01,5,7949,6903
local,8,17401,2024-03-03,1,20744,21081
entire,11,16569,2020-12-11,2,19552,25247
moment,15,17609,2024-07-07,4,8210,29976
never,13,9978,2023-04-27,1,21670,29791
wrong,7,24136,2020-10-21,0,26964,11331
month,11,20371,2024-07-01,3,25878,7113
beat,2,3649,2024-01-15,3,8075,24822
continue,6,8468,2023-05-09,5,5163,14008
according,15,26110,2023-02-19,3,33294,297
situation,5,15658,2024-07-11,1,15641,1625
manager,11,7887,2022-02-24,5,15530,29289
